title,vegetarian,vegan,glutenFree,dairyFree,ingredients,sustainable,veryHealthy,lowFodmap,ketogenic,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Vitamin E/mg,Carbohydrates/g,Magnesium/mg,Cholesterol/mg,Zinc/mg,Sodium/mg,Copper/mg,Sugar/g,Fiber/g,Alcohol/g,Diabetes,High Protein,High Fat,Low Carbohydrate,Obesity,BP,Heart
Steamed Salmon with Peas,0,0,1,0,"coarse salt,dill,dry white wine,green cabbage,lemon juice,lettuce leaves,plain yogurt,salmon,unsalted butter,water,defrosted",0,1,0,0,87.0,32.4,32.3,35.3,651.69,21.17,1.46,52.06,169.84,124.48,3.36,480.21,0.6,30.32,18.35,12.36,0,1,0,0,1,1,1
Salmon with Andouille Sausage and Green Olives,0,0,1,0,"andouille sausage,green olives,olive oil,salmon fillets,salt and pepper,shallot,unsalted butter",0,0,0,0,27.0,30.32,68.63,1.05,528.33,39.8,2.65,1.38,56.53,132.42,1.71,655.45,0.47,0.54,0.48,0.0,1,1,1,1,0,1,1
Crispy Monkfish with Capers,0,0,0,0,"capers,eggs,flat-leaf parsley,flour,lemon wedges,lemon zest,monkfish fillet,panko,salt and pepper,unsalted butter,vegetable oil",0,0,0,0,10.0,24.38,60.92,14.7,475.4,32.08,1.34,17.41,44.64,223.73,1.43,447.18,0.13,1.18,1.06,0.0,1,0,1,1,0,1,1
Grilled Salmon With Tarragon Butter,0,0,1,0,"butter,fresh tarragon leaves,lemon juice,salmon steaks",0,0,1,0,0.0,1.03,98.34,0.63,206.47,23.11,0.66,0.33,0.0,61.56,0.0,203.33,0.0,0.05,0.0,0.0,1,0,1,1,0,1,1
Cod with Cockles and White Wine,0,0,0,0,"broth,cockles,dry white wine,flat-leaf parsley,flour,garlic cloves,hake fillets,olive oil,salt and pepper,unsalted butter",0,0,0,0,6.0,48.08,43.69,8.23,288.1,12.86,1.19,5.44,5.35,15.05,0.0,441.02,0.0,0.58,0.0,3.09,1,1,0,1,1,1,1
Salmon with Orange Pan Sauce,0,0,1,0,"bell pepper,butter,dry white wine,garlic cloves,honey,orange,orange juice,red pepper flakes,rice wine vinegar,salmon fillets,salt",0,0,0,0,40.0,36.46,32.47,31.07,433.4,13.95,1.37,30.03,70.84,101.08,1.47,303.48,0.48,25.52,2.53,6.18,0,1,0,0,1,1,1
Lake Trout with Fingerling Potatoes and Bacon,0,0,1,0,"bacon,canola oil,dry white wine,fingerling potatoes,leeks,salt and pepper,thyme,trout fillets,unsalted butter",0,0,0,0,34.0,24.69,49.46,25.85,670.91,33.29,1.33,39.15,98.25,131.02,1.97,480.48,0.53,3.93,4.79,9.27,0,0,0,0,1,1,1
Lemon Sole with Lemon-Caper Sauce,0,0,1,0,"black pepper,butter,capers,extravirgin olive oil,fat-free less-sodium chicken broth,fresh flat-leaf parsley,garlic clove,lemon juice,lemon sole,salt",0,0,0,0,7.0,53.48,44.27,2.25,164.21,7.93,1.65,0.91,33.52,79.23,0.59,1088.76,0.06,0.19,0.0,0.0,1,1,0,1,1,1,1
Butter Poached Salmon With Warm Tomato Relish,0,0,1,0,"butter,butter,butter,capers,ground pepper,kalamata olives,red onion,salmon filet,salt and pepper,sea-salt,tomatoes",0,0,0,0,11.0,15.36,75.72,8.92,493.46,42.45,2.4,11.25,50.52,137.05,0.93,1328.09,0.37,5.73,3.38,0.0,1,0,1,1,0,1,1
Kitchen Play: Salmon with Herbed Butter and Burst Tomato Sauce,0,0,0,0,"balsamic vinegar,butter,chex party mix,double cream,fresh basil,garlic cloves,garlic cloves,grape tomatoes,grapeseed oil,grapeseed oil,kosher salt,lemon juice,oregano,parsley,real bacon recipe pieces,salmon,salmon,salmon,Salt & Pepper,shallot,sharp cheddar,sugar,tomato sauce,unsalted butter,white wine,the forever guarantee: forever performance,today's post is,[print]",0,1,0,0,53.0,39.34,54.99,5.67,834.45,49.97,3.84,11.59,140.8,265.24,3.63,1282.34,1.08,7.19,2.65,1.03,1,1,1,1,0,1,1
Chili Garlic Salmon (light Butter Recipe),0,0,1,0,"butter,chili powder,garlic,ground nutmeg,ground pepper,pepper,salmon fillet,seasoned salt,swiss chard",0,0,0,1,33.0,25.29,68.53,6.18,396.64,30.7,3.64,6.23,152.34,123.38,1.31,861.15,0.56,1.73,2.7,0.0,1,0,1,1,0,1,1
Pecan-crusted Halibut with Dijon Cream Sauce,0,0,0,0,"black pepper,breadcrumbs,butter,chocolate ice cream sauce,dijon mustard,eggs,flour,halibut fillets,pecans,sea salt",0,0,0,0,7.0,13.54,53.64,32.82,325.71,19.71,0.72,27.14,37.56,78.41,1.34,372.1,0.27,2.12,2.78,0.0,0,0,1,0,0,1,1
"Breaded"" Redfish with Shrimp, Fennel, and Orange Salad",0,0,0,0,"brioche,butter,cayenne pepper,egg yolks,fish,fresh tarragon,herbs,lemon juice,orange juice,rice vinegar,salt,salt,shrimp,unsalted butter",0,0,0,0,16.0,17.64,64.94,17.42,1075.4,77.94,2.57,47.05,63.29,516.46,1.07,1141.54,0.2,5.45,0.3,0.0,1,0,1,1,0,1,1
Coconut Crusted Haddock,0,0,0,0,"butter,canola oil,coconut,cod fillets,curry powder,ground cinnamon,honey,lime juice,panko bread crumbs,pumpkin seeds,salt,strawberry fruit spread",0,0,0,0,17.0,34.1,42.71,23.19,431.93,20.69,2.12,25.29,159.68,88.19,2.34,813.96,0.36,11.78,2.81,0.0,0,1,0,0,1,1,1
Herb Stuffed Sole,0,0,0,0,"butter,fresh parsley,lemon juice,lemon peel,sole,stuffing mix",0,0,0,0,8.0,31.45,36.78,31.77,214.0,8.63,0.99,16.77,31.23,66.29,0.61,686.37,0.08,1.91,0.87,0.0,0,1,0,0,1,1,1
Poached Cod with Parsley Sauce,0,0,0,0,"coarse salt,cod fillets,flour,fresh chives,fresh flat-leaf parsley,lemon juice,lemon peel,unsalted butter,vegetable stock,whole milk",0,0,0,0,18.0,52.87,34.22,12.91,208.24,7.79,1.2,6.62,56.62,79.05,0.92,408.32,0.08,2.33,0.61,0.0,1,1,0,1,1,1,1
Broiled Fish With Israeli Couscous Pilaf & Corn,0,0,0,0,"bell pepper,butter,ears corn,fish,israeli couscous,kosher salt,olive oil,onions,tomatoes,water",0,1,0,0,56.0,34.96,20.15,44.89,650.58,14.86,3.09,74.53,147.03,124.15,2.07,385.88,0.44,12.43,7.57,0.0,0,1,0,0,1,1,1
Salmon with Warm Passion-Fruit Vinaigrette,0,0,1,0,"dry white wine,fruits,grainy mustard,honey,mixed greens,olive oil,salmon fillets,salt and pepper,shallot,unsalted butter,white-wine vinegar",0,0,0,0,35.0,25.52,25.55,48.93,575.73,16.41,0.4,70.71,83.19,101.08,1.68,389.0,0.8,52.86,7.69,1.55,0,0,0,0,1,1,1
Smoked Fish Chowder,0,0,1,0,"butter,clam juice,fresh thyme,half and half,onions,red-skinned potatoes,smoked trout",0,0,0,0,17.0,15.48,50.37,34.15,651.69,37.15,1.13,56.66,102.07,172.42,2.41,634.74,0.32,12.39,5.59,0.0,0,0,1,0,0,1,1
Tilapia With Caper-parsley Sauce,0,0,1,0,"capers,dry white wine,fresh flat-leaf parsley,kosher salt,new potatoes,olive oil,tilapia fillets,unsalted butter",0,0,1,0,0.0,33.51,38.49,28.0,43.52,1.72,0.0,2.82,8.41,10.57,0.0,213.02,0.03,0.17,0.36,0.55,0,1,0,0,1,1,1
Grill-steamed Mediterranean Halibut,0,0,1,0,"artichoke heart quarters,basil leaves,butter,carrot,kalamata olives,lemon juice,lemon peel,salt,snapper",0,0,0,0,28.0,35.87,53.23,10.9,417.05,24.17,2.64,11.14,63.44,93.44,0.77,1042.57,0.09,3.75,3.78,0.0,1,1,1,1,0,1,1
Grilled Walleye With Peppery Tartar Sauce,0,0,1,0,"butter,cod fillets,dill pickle relish,fresh dill,ground pepper,lemon wedges,mayonnaise",0,0,1,0,5.0,22.76,74.93,2.31,366.14,30.28,1.89,2.1,38.55,83.1,0.58,395.94,0.05,0.55,0.0,0.0,1,0,1,1,0,1,1
"Swordfish with Orzo, Pistachios and Olives",0,0,0,0,"lemon juice,olive oil,olives,orzo,roasted pork,salt and pepper,swordfish steaks,unsalted butter",0,0,0,0,47.0,45.73,43.45,10.82,835.85,39.36,5.47,22.07,129.5,281.46,6.29,666.35,0.32,1.02,1.39,0.0,1,1,0,1,1,1,1
Swordfish in Creamy Tomato Sauce,0,0,0,0,"anaheim pepper,canned tomatoes,flat bread,garlic cloves,heavy cream,oregano,red wine vinegar,salt and pepper,swordfish steaks,unsalted butter,water",0,0,0,0,32.0,33.25,39.12,27.63,475.85,20.58,5.1,32.71,84.26,137.59,1.83,748.07,0.36,5.5,3.57,0.0,0,1,0,0,1,1,1
Sautéed Monkfish with Leeks and Shiitakes,0,0,0,0,"chicken stock,chives,dry white wine,leeks,monkfish fillet,salt and pepper,shiitake mushrooms,unbleached flour,unsalted butter,vegetable oil",0,0,0,0,44.0,26.76,36.35,36.89,478.87,19.25,2.6,43.96,117.25,74.42,1.74,363.15,0.45,11.35,5.72,1.55,0,0,0,0,1,1,1
Oven-roasted Trout With Potatoes,0,0,1,0,"garlic cloves,new potatoes,olive oil,rosemary,salt and pepper,trout filet,unsalted butter",0,0,0,0,1.0,37.13,47.73,15.14,49.92,2.61,0.18,1.86,7.05,13.07,0.17,205.38,0.05,0.08,0.0,0.0,1,1,0,1,1,1,1
Escarole-Stuffed Seared Trout,0,0,1,0,"cornmeal,escarole,lemon juice,olive oil,salt and pepper,shallot,trout filet,unsalted butter",0,1,0,0,100.0,54.82,44.27,0.91,4723.54,224.64,8.5,10.32,678.55,1773.03,20.4,1765.65,5.71,1.24,2.12,0.0,1,1,0,1,1,1,1
Rio Grande Trout with Riesling,0,0,1,0,"bay leaf,black peppercorns,canola oil,carrot,celery,dry riesling,garlic clove,juniper berries,oregano,salt and pepper,sweet onion,thyme,trout fillets,unsalted butter",0,0,0,0,39.0,44.63,46.88,8.49,422.54,19.59,1.29,7.98,52.18,122.62,1.45,321.34,0.42,3.13,1.23,5.7,1,1,0,1,1,1,1
Poached Sole With Blood Orange Beurre Blanc,0,0,1,0,"black peppercorns,blood orange juice,lemon juice,salt and pepper,shallot,sole,unsalted butter,vegetable stock,white wine",0,0,0,0,12.0,38.39,56.24,5.37,415.3,24.83,2.47,5.33,61.63,186.24,1.06,1328.75,0.08,3.22,0.38,2.06,1,1,1,1,0,1,1
Salmon with Dijon Dill Sauce,0,0,1,0,"black pepper,dijon mustard,fresh dill,kosher salt,olive oil,salmon fillets,shallot,unsalted butter,white wine",0,0,0,0,23.0,38.88,58.75,2.37,379.62,22.96,0.76,2.09,55.91,116.13,1.19,411.7,0.44,0.82,0.34,3.09,1,1,1,1,0,1,1
Roasted Halibut with Walnut Crust,0,0,0,0,"butter,fresh basil,fresh chives,halibut fillets,lemon wedges,panko,parsley,walnuts",0,0,0,0,33.0,42.83,51.56,5.61,423.81,24.21,1.84,5.93,79.88,141.23,1.39,292.55,0.31,0.77,1.35,0.0,1,1,1,1,0,1,1
Lemon Sole with Tomato-Olive Risotto,0,0,1,0,"arborio rice,baby arugula leaves,balsamic vinegar,chicken stock,dry white wine,lemon sole,olive oil,olives,onion,parmesan,salt and pepper,sun-dried tomatoes,thyme leaves,tomato paste,unsalted butter",0,0,0,0,22.0,22.42,40.25,37.33,710.18,30.43,3.37,63.5,86.37,115.07,2.09,1524.91,0.49,12.59,3.07,3.09,0,0,0,0,1,1,1
King Salmon In Fig Leaves,0,0,1,0,"squash blossoms,butter,extra virgin olive oil,fig,kosher salt,lemon juice,lemon zest,salmon,shallot",0,0,0,0,38.0,28.98,59.83,11.19,714.16,47.51,2.61,20.0,95.0,185.4,1.82,458.55,0.71,16.16,3.01,0.0,1,1,1,1,0,1,1
Marinated Fish with Salmoriglio Sauce,0,0,0,0,"dijon mustard,dry bread crumbs,fish fillets,lemon juice,lemon juice,olive oil,olive oil,salt,thyme leaves,unsalted butter,white vinegar",0,0,0,0,22.0,39.97,52.87,7.16,468.0,27.75,3.62,8.45,73.53,128.45,0.98,421.83,0.22,0.93,1.06,0.0,1,1,1,1,0,1,1
Fish Cooked In Banana Leaves With Tomatillos And Guajillo Chilis,0,0,1,0,"banana leaves,bell pepper,canola oil,chili,cumin seed,fish,kosher salt,leeks,lime zest,tomatillos,unsalted butter",0,0,0,0,16.0,3.92,67.89,28.19,335.1,27.05,5.02,25.27,51.86,30.35,0.62,213.45,0.22,10.56,6.3,0.0,0,0,1,0,0,1,1
Grilled Snapper with Orange-Almond Sauce,0,0,1,0,"almonds,butter,grouper fillets,olive oil,orange,orange rind,pepper,sea salt,thyme sprigs",0,0,1,0,15.0,41.21,56.04,2.75,456.13,28.24,4.24,3.11,104.4,124.59,1.49,643.2,0.17,0.49,1.69,0.0,1,1,1,1,0,1,1
"Roasted Pompano With Blood Orange Avacado Salsa, Cilantro Butte",1,0,1,0,"avocado,blood oranges,cayenne pepper,chili powder,cilantro,cilantro leaves,ground cumin,juice of lime,lime,lime peel,olive oil,plantains,red bell pepper,Salt & Pepper,spiced rum,unsalted butter,habenero,pompano",0,0,0,0,50.0,3.63,56.77,39.6,1343.36,93.27,13.75,146.36,194.74,122.12,2.92,182.4,1.05,44.09,38.34,5.01,0,0,1,0,0,1,1
Orange Teriyaki Salmon,0,0,1,0,"brown sugar,butter,garlic,ground pepper,bbq sauce,liquid smoke,olive oil,onion,orange juice,orange marmalade,parsley,pepper,soy sauce,teriyaki sauce,vinegar",0,0,0,0,6.0,3.93,49.64,46.43,871.16,50.04,4.74,105.28,55.31,60.2,0.5,4415.91,0.27,91.11,2.08,0.0,0,0,0,0,1,1,1
King Salmon With Braised Fennel And Artichokes,0,0,1,0,"bell pepper,clarified butter,coarse sea salt,fennel,olive oil,salmon fillets",0,1,0,0,73.0,30.65,65.3,4.05,456.31,32.7,2.68,4.57,58.44,122.35,1.28,272.57,0.44,3.13,1.6,0.0,1,1,1,1,0,1,1
Crispy Trout With Lemony Roasted Asparagus,0,0,0,0,"butter,butterflied trout,lemon,olive oil,panko breadcrumbs,salt and pepper,sweet onion,snapped off at the ends",0,0,0,0,34.0,30.29,57.44,12.27,494.37,31.73,2.61,15.26,49.79,113.92,1.36,410.69,0.39,3.98,2.32,0.0,1,1,1,1,0,1,1
Baked Flounder with Parmesan Crumbs,0,0,0,0,"bread crumbs,flounder,olive oil,parmesan cheese,salt and pepper,unsalted butter",0,0,0,0,9.0,29.36,60.44,10.2,408.09,27.2,2.45,10.33,44.94,119.35,1.27,1097.87,0.08,1.0,0.61,0.0,1,1,1,1,0,1,1
Baked Dijon Salmon,0,0,0,0,"butter,dijon mustard,dry bread crumbs,fresh parsley,honey,lemon,pecans,salmon fillets,salt and pepper",0,0,0,0,39.0,26.4,57.34,16.26,743.02,48.08,1.01,30.67,102.88,185.74,2.45,852.19,0.8,15.82,4.09,0.0,1,0,1,1,0,1,1
"Rainbow Trout With Haricot Verts, Capers, Lemon & Brown Butter",0,0,0,0,"bread cubes,canola oil,capers,haricots verts,lemons,parsley,rainbow trout,unsalted butter",0,0,0,0,11.0,14.29,73.15,12.56,474.22,40.19,3.57,15.52,50.04,102.88,1.09,369.32,0.2,4.36,4.44,0.0,1,0,1,1,0,1,1
Southwest Blackened Salmon,0,0,1,0,"butter,garlic powder,ancho chili pepper,onion powder,oregano,paprika,pepper,salmon filets,salt,thyme",0,0,0,0,9.0,9.0,69.69,21.31,328.22,27.28,3.06,18.76,49.23,76.19,0.86,4889.6,0.3,3.07,7.48,0.0,1,0,1,1,0,1,1
Oven-Baked Salmon with Picholine Olive Sauce,0,0,1,0,"butter,dry vermouth,dry white wine,fish stock,fresh tarragon,fresh thyme leaves,garlic,ground pepper,olives,salmon fillet,shallot,thyme sprigs,whipping cream",0,0,0,0,31.0,37.28,57.74,4.98,550.99,32.34,0.8,6.27,79.41,184.1,1.7,316.01,0.61,1.05,0.8,5.86,1,1,1,1,0,1,1
Pan-seared Salmon,0,0,1,0,"butter,steak seasoning,olive oil,salmon,steak seasoning",0,0,1,0,52.0,38.36,60.16,1.48,720.65,47.37,2.39,2.63,107.84,217.53,2.31,252.35,0.88,0.13,0.45,0.0,1,1,1,1,0,1,1
Fish Fillets in Parchment with Asparagus and Orange,0,0,1,0,"asparagus spears,butter,fish fillets,fresh tarragon leaves,orange juice,rice paper",0,1,0,0,71.0,41.51,23.77,34.72,336.32,9.05,2.02,29.74,74.19,89.35,1.48,345.92,0.4,3.56,3.32,0.0,0,1,0,0,1,1,1
Plank-Grilled Salmon with Grape Relish,0,0,1,0,"black pepper,butter,kosher salt,leek,olives,red grapes,red wine vinegar,salmon fillets,shallots,wood apple",0,0,0,0,30.0,43.16,43.85,12.99,326.61,15.7,0.68,10.46,59.18,101.08,1.19,435.48,0.51,6.79,1.17,0.0,1,1,0,1,1,1,1
Pan-Roasted Fish with Mediterranean Tomato Sauce,0,0,1,0,"black pepper,butter,canola oil,capers,crushed red pepper,dijon mustard,fresh chives,fresh flat-leaf parsley,fresh tarragon,garlic cloves,kosher salt,olive oil,plum tomato,snapper fillets",0,0,0,0,31.0,52.37,42.37,5.26,280.36,12.98,3.32,3.62,69.4,66.97,0.83,690.03,0.11,0.93,0.98,0.0,1,1,0,1,1,1,1
Saucy Catfish,0,0,1,0,"apple cider vinegar,brown sugar,catfish,ketchup,lemon,mayonnaise,salt,sweet onion,unsalted butter,worcestershire sauce,yellow mustard",0,0,0,0,11.0,17.66,66.35,15.99,661.87,49.07,2.08,26.61,52.21,171.42,1.09,1779.23,0.15,22.53,1.15,0.0,1,0,1,1,0,1,1
salmon with fennel and lemon risotto,0,0,1,0,"brown onion,butter,dill,dry white wine,fennel bulb,fish stock,garlic,lemon rind,olive oil,olive oil,parmesan,rice,salmon",0,0,0,0,18.0,19.08,48.36,32.56,726.81,37.77,3.22,57.22,63.21,75.22,2.27,1471.52,0.51,1.79,2.83,2.58,0,0,0,0,1,1,1
Seared Wild Salmon With New Potatoes And Dijon Broth,0,0,1,0,"apple cider vinegar,baby spinach leaves,butter,canola oil,dijon mustard,dry white wine,low-salt chicken broth,new potatoes,olive oil,salmon fillets,shallots,tarragon leaves",0,1,0,0,100.0,27.93,44.77,27.3,721.56,32.23,5.88,44.2,252.83,108.6,2.94,348.7,0.92,4.36,8.27,12.36,0,1,0,0,1,1,1
Cod With Chorizo,0,0,1,0,"chorizo,chorizo,chorizo,cod fillet,cod fillet,olive oil,olive oil,olive oil,unsalted butter",0,0,0,0,11.0,31.78,68.22,0.0,591.13,43.83,4.97,0.0,64.06,132.45,0.9,874.55,0.06,0.0,0.0,0.0,1,1,1,1,0,1,1
Grilled Halibut with Potato-Fennel Puree,0,0,1,0,"chervil,fennel bulbs,fennel seeds,half n half,halibut,kosher salt,kosher salt,low sodium chicken broth,mayonnaise,olive oil,olive oil,orange zest,pepper,bell pepper,unsalted butter,yukon gold potatoes",0,1,0,0,82.0,38.6,41.48,19.92,909.09,42.0,7.1,45.39,182.87,229.28,3.07,1629.27,1.24,3.5,11.34,0.0,1,1,0,1,1,1,1
Hazelnut-Crusted Halibut with Roasted Asparagus,0,0,1,0,"asparagus,black pepper,butter,egg white,fresh thyme,garlic cloves,halibut fillets,hazelnuts,lemon wedges,olive oil,potatoes,salt",0,0,0,0,50.0,44.64,44.01,11.35,327.51,16.44,4.97,9.54,83.62,90.87,1.64,446.91,0.54,3.3,4.53,0.0,1,1,0,1,1,1,1
Roasted Monkfish with Curried Lentils and Browned Butter Cauliflower,0,0,1,0,"butter,carrots,cauliflower florets,celery,curry powder,dried green lentils,garlic cloves,ground nutmeg,lemon peel,monkfish fillets,olive oil,onion,paprika,parsley,water,whipping cream",0,1,0,0,55.0,25.51,49.24,25.25,629.17,34.83,1.99,40.19,124.15,139.09,3.53,174.17,0.4,5.2,17.7,0.0,0,0,0,0,1,1,1
Fish In A Bag,0,0,1,0,"capers,dry white wine,fish,fresh sage,garlic,unsalted butter",0,0,0,0,0.0,1.18,93.37,5.45,339.02,28.44,0.84,3.73,12.59,75.75,0.2,65.27,0.4,1.02,0.0,10.3,1,0,1,1,0,1,1
Salmon with Mushroom Sauce,0,0,1,0,"dry white wine,garlic clove,heavy cream,orange juice,oyster mushrooms,bell pepper,salmon fillets,salt,scallions,unsalted butter,vegetable stock",0,1,0,0,60.0,32.72,53.13,14.15,497.51,28.42,1.83,17.04,90.9,144.03,2.36,423.3,0.75,6.96,5.0,3.09,1,1,1,1,0,1,1
Broiled Walleye With Dill Tabbouleh,0,0,0,0,"bulgur,butter,cod fillets,fresh dill,fresh mint,garlic,green onions,lemon juice,olive oil,red bell pepper,roma tomatoes,vinegar,water,zucchini",0,0,0,0,8.0,54.58,17.41,28.01,122.87,2.36,0.92,8.54,47.43,39.26,0.65,61.92,0.08,1.15,2.17,0.0,0,1,0,0,1,1,1
Fish Chowder,0,0,1,0,"bay leaf,bay leaf,black pepper,butter,clam juice,cod,dry white wine,fresh parsley,fresh thyme,heavy cream,olive oil,salt,yellow onions,yukon gold potatoes",0,0,0,0,1.0,22.83,53.81,23.36,48.67,2.85,0.2,2.78,8.19,14.41,0.0,96.54,0.05,0.48,0.41,0.22,0,0,1,0,0,1,1
Salmon with Lentils and Mustard-Herb Butter (Saumon aux Lentilles),0,0,1,0,"chives,dried green lentils,grainy mustard,leeks,lemon juice,salmon fillet,tarragon,unsalted butter,water",0,1,0,0,74.0,38.95,32.57,28.48,481.51,17.22,0.81,33.88,122.72,108.6,3.37,128.44,0.76,2.74,14.67,0.0,0,1,0,0,1,1,1
Halibut with Spicy Mint-Cilantro Chutney,0,0,1,0,"butter,canola oil,cumin seeds,fresh cilantro leaves,fresh ginger,fresh mint,garam masala,garlic clove,green onions,halibut fillets,lemon juice,salt,salt,serrano pepper,sugar,yogurt",0,0,0,0,23.0,58.02,36.94,5.04,230.41,9.23,1.87,2.83,47.02,92.86,0.81,369.84,0.07,1.27,0.8,0.0,1,1,0,1,1,1,1
Sake-Steamed Halibut with Ginger and Cabbage,0,0,1,0,"canola oil,cauliflower,fresh ginger,green cabbage,halibut fillets,leeks,pickled ginger,sake,salt and pepper,scallions,unsalted butter",0,0,0,0,48.0,54.91,26.83,18.26,361.16,9.69,2.52,14.85,83.09,118.66,1.16,380.12,0.15,5.07,3.88,4.83,1,1,0,1,1,1,1
Sole with Tarragon-Butter Sauce,0,0,1,0,"black pepper,butter,dry white wine,fresh chives,fresh tarragon,garlic,lower sodium beef broth,rice,salt,shallots,sole",0,0,0,0,6.0,50.15,42.53,7.32,213.57,8.43,1.22,3.26,39.31,89.98,0.68,924.55,0.05,0.54,0.0,4.64,1,1,0,1,1,1,1
Pancetta-Wrapped Salmon with Red Wine Butter,0,0,1,0,"chicken stock,dry red wine,escarole,flat-leaf parsley,lemon juice,lemon wedges,olive oil,pancetta,pearl onions,salmon fillets,salt and pepper,shallots,thyme leaves,unsalted butter",0,1,0,0,56.0,29.15,56.35,14.5,583.22,35.15,1.83,20.35,86.94,127.53,2.61,507.51,0.62,7.2,6.23,3.15,1,1,1,1,0,1,1
Roasted Halibut with Miso-Glazed Sweet Potatoes,0,0,1,0,"flat leaf parsley leaves,halibut steaks,lime juice,mirin,olive oil,sake,salt and pepper,slaw mix,soy sauce,sweet potatoes,thyme leaves,unsalted butter,yellow miso",0,0,0,0,51.0,45.5,24.87,29.63,402.55,10.84,2.61,29.07,89.78,117.15,1.3,538.86,0.27,6.26,4.33,0.65,0,1,0,0,1,1,1
Steamed Cod with Crisp Vegetables,0,0,1,0,"asparagus,cod fillets,dry white wine,herbs,kosher salt,red bell pepper,snow peas,unsalted butter,zucchini",0,0,0,0,28.0,58.92,28.43,12.65,238.12,7.12,2.44,7.13,81.29,88.19,1.38,292.8,0.22,4.01,2.81,1.55,1,1,0,1,1,1,1
Salmon In A Bag,0,0,1,0,"butter,carrot,garlic cloves,lemon,olive oil,red onion,salmon fillets,Salt & Pepper,thyme sprigs,white wine,zucchini",0,0,0,0,24.0,26.0,61.07,12.93,425.87,25.45,2.39,12.12,62.53,72.55,1.18,302.93,0.36,5.07,2.77,8.24,1,0,1,1,0,1,1
Pan-Fried Flounder with Potatoes in Parsley,0,0,0,0,"butter,dill,fingerling potatoes,flounder,fresh parsley,lemon,rye flour,salt and pepper",0,0,0,0,48.0,43.5,35.81,20.69,1106.86,43.6,6.85,56.68,228.41,472.73,4.09,3097.79,0.49,2.55,8.26,0.0,1,1,0,1,1,1,1
Grilled Halibut with Cilantro Garlic Butter,0,0,1,0,"butter,fresh cilantro,garlic,halibut fillets,lime,lime juice,olive oil,salt and pepper",0,0,0,0,18.0,52.61,42.6,4.79,245.69,11.5,1.8,2.9,41.65,98.4,0.68,361.22,0.06,0.39,0.59,0.0,1,1,0,1,1,1,1
Sole With Summer Vegetable Salsa,0,0,0,0,"bell pepper,ear corn,extra virgin olive oil,flour,fresh basil,kosher salt,lemon juice,lemon zest,olive oil,persian cucumber,red onion,sole,tomato,unsalted butter",0,0,0,0,52.0,22.1,49.82,28.08,626.81,35.12,5.91,44.54,95.15,132.16,1.68,882.92,0.21,10.03,4.82,0.0,0,0,0,0,1,1,1
Halibut with Corn Pops and Basil Broth,0,0,0,0,"basil,bay leaf,cayenne pepper,corn cereal,crème fraîche,curry powder,dry bread crumbs,ears of corn,grapeseed oil,halibut fillets,kosher salt,salt,star anise,unsalted butter,whole milk",0,0,0,0,26.0,28.16,51.53,20.31,564.85,32.6,2.85,28.91,81.75,153.71,1.7,658.13,0.15,12.36,1.64,0.0,1,1,1,1,0,1,1
Salmon Chowder with Chives,0,0,0,0,"bay leaf,black pepper,chicken broth,flour,fresh chives,ground nutmeg,ground pepper,red potatoes,salmon fillets,salt,shallot,unsalted butter,whipping cream,white wine vinegar,yukon gold potatoes",0,0,0,0,8.0,23.91,60.22,15.87,271.8,18.22,0.39,10.81,35.42,82.23,0.82,850.8,0.36,0.55,1.16,0.0,1,0,1,1,0,1,1
Pan-Seared Halibut with Tomato Vinaigrette,0,0,1,0,"chives,fennel seeds,flat-leaf parsley,garlic clove,halibut fillets,heirloom tomatoes,olive oil,salt and pepper,shallots,unsalted butter,white balsamic vinegar",0,0,0,0,33.0,42.71,46.11,11.18,313.87,16.04,3.56,8.75,62.37,90.87,0.97,321.23,0.16,5.5,2.47,0.0,1,1,0,1,1,1,1
Salmon with Shiitake and Red Wine Sauce,0,0,1,0,"beef stock,dry red wine,onion,salmon fillets,salt and pepper,shiitake mushrooms,thyme sprigs,unsalted butter,wild rice",0,0,0,0,36.0,30.12,39.63,30.25,670.31,25.89,0.76,44.47,149.42,131.18,4.42,518.64,0.81,5.55,5.2,12.6,0,1,0,0,1,1,1
Grilled Salmon With Zucchini Relish,0,0,1,0,"butter,fresh basil leaves,lemon juice,onion,pepper,red bell pepper,salmon steaks,salt,sugar,zucchini",0,0,0,0,29.0,40.61,51.48,7.91,345.26,19.46,0.38,6.73,58.77,116.13,1.25,298.78,0.46,5.01,0.81,0.0,1,1,1,1,0,1,1
Broiled Halibut with Bechamel Sauce,0,0,0,0,"black pepper,black pepper,butter,flour,ground nutmeg,halibut fillets,kosher salt,kosher salt,parmesan,unsalted butter,water,white wine,whole milk",0,0,0,0,15.0,32.88,53.14,13.98,638.31,29.51,1.73,17.47,80.17,156.72,1.74,1889.6,0.12,8.17,0.36,19.31,1,1,1,1,0,1,1
Tilapia With Tarragon And Sweet Corn Sauce,1,0,1,0,"fresh corn,fresh tarragon,fresh tarragon,half and half,salt and pepper,shallots,tabasco sauce,unsalted butter,unsalted butter",0,0,0,0,7.0,8.71,66.13,25.16,250.19,19.58,0.55,16.76,58.81,52.49,0.95,235.56,0.11,3.36,1.9,0.0,0,0,1,0,0,1,1
